relative_path,width_px,height_px,crop_y_px,pixel_size_um,calibration_source,field_width_um,otsu_threshold,figure_folder,primer,material,sieving,coating_method,test_type,cycle,spray_cycle,view,image_role,condition_key,solid_area_fraction,pore_area_fraction,pore_component_density_per_mm2,pore_euler_density_per_mm2,edge_density_per_um,nearest_neighbor_spacing_um,object_count,eq_diameter_median_um,eq_diameter_iqr_um,circularity_median,aspect_ratio_median,texture_glcm_contrast_mean,texture_glcm_homogeneity_mean,texture_lbp_entropy,texture_laplacian_variance,texture_contrast_scale_1,texture_contrast_scale_2,texture_contrast_scale_3,solid_fraction_sensitivity_min,solid_fraction_sensitivity_max,diameter_sensitivity_min_um,diameter_sensitivity_max_um,failure_flags,analysis_inclusion
Figure 5/900C SP_Coating after tape test_SEM.tif,1024,709,709,0.4466,tiff_metadata,457.3184,0.43558304487135047,Figure 5,PDMS,900C,unknown,spray,tape,5.0,,top,coating,900C|PDMS|unknown|spray|tape|5|sprayna,0.4049428662729196,0.5950571337270804,1657.4010605903252,-5006.732370533274,0.6358061854036484,8.60506039781244,709.0,4.535407224223704,7.039447267653099,0.8436238216486022,1.4940880739648645,4.176014295215406,0.4519869604869875,3.016154490527984,0.36945202946662903,2.78069768687433,4.55604771984396,5.191297478927929,0.27388928067700985,0.5491889985895627,3.9034570328193805,5.163788281133085,threshold_sensitive,False
Figure 5/Unsintered SP_Coating after tape test_SEM.tif,1024,709,709,0.4466,tiff_metadata,457.3184,0.36579471718255263,Figure 5,PDMS,unsintered,unknown,spray,tape,1.0,,top,coating,unsintered|PDMS|unknown|spray|tape|1|sprayna,0.3885782131523272,0.6114217868476728,296.9510233557666,-4184.9376779905715,0.5097139137217288,10.383910371643255,598.0,6.694870979339597,8.521797213124803,0.7885244970622721,1.3915622032601016,4.899990154684742,0.46854269448420793,3.0657436221820884,0.2521556317806244,2.169254892274834,5.206488396278472,7.324227175500921,0.3320119666784203,0.4477339342383639,6.60903423456047,6.891195666599452,,True
Figure 6/900C SP_coating failure after abrasion_magnified_SEM.tif,1024,709,709,0.04466,tiff_metadata,45.73184,0.34537848414526806,Figure 6,PUR,900C,unknown,spray,abrasion,15.0,,top,coating,900C|PUR|unknown|spray|abrasion|15|sprayna,0.29928816995768687,0.7007118300423131,247228.9915380569,-31076.269886068603,4.596643739297763,0.6138299553896357,265.0,0.2938415705331363,0.23373965058495114,0.9235352458594918,1.6434510005830674,3.8876053408467337,0.5268826987114127,3.1065749653628787,0.1702011078596115,3.2841424528727186,4.491068228820749,,0.24968595733427362,0.3493283894569817,0.280578652377273,0.31064586446856945,,True
Figure 6/900C SP_coating failure after abrasion_SEM.tif,1024,709,709,0.4466,tiff_metadata,457.3184,0.35371768974607676,Figure 6,PUR,900C,unknown,spray,abrasion,15.0,,top,coating,900C|PUR|unknown|spray|abrasion|15|sprayna,0.28734490699929477,0.7126550930007052,276.23351009838757,-4095.1617872085953,0.48908405350060663,9.54051404730972,537.0,4.807225272862896,7.685568024430735,0.7731645360369906,1.4981890983104535,3.805009108825496,0.5195154832175805,3.064731647343223,0.19878916442394257,1.6854872184270906,3.8587665712547436,5.870773536794652,0.24060351287023976,0.34335882404795487,4.754105131057737,5.212735235868941,,True
Figure 6/Binder SP_coating failure after tape_magnified_SEM.tif,1024,709,709,0.02233,tiff_metadata,22.86592,0.5092182111988688,Figure 6,PUR,binder,unknown,spray,tape,25.0,,top,coating,binder|PUR|unknown|spray|tape|25|sprayna,0.0721278869887165,0.9278721130112835,44197.36161574202,-11049.340403935505,5.626409627955334,0.45280471779092824,20.0,0.23661767816225396,0.31912932870338107,0.6272281872108688,2.329782436218698,1.7966704593039509,0.6340702758822936,3.0072615856260496,0.09844467043876648,1.6784579189651052,1.9148829996427965,,0.0678910657616361,0.07784814659732017,0.12319587263490507,0.23661767816225396,,True
Figure 6/Binder SP_coating failure after tape_SEM.tif,1024,709,709,0.2233,tiff_metadata,228.6592,0.5057902374537662,Figure 6,PUR,binder,unknown,spray,tape,25.0,,top,coating,binder|PUR|unknown|spray|tape|25|sprayna,0.17201824753173484,0.8279817524682651,497.22031817709757,-10137.769820610823,0.8819858942854236,4.88761979594756,325.0,2.5070406723695506,3.620490314196325,0.8189480654984088,1.7726162341261957,3.7153981427961473,0.5264636524584178,3.036788445414798,0.16965404152870178,2.1153623805257427,4.226816885737635,4.804015162125065,0.1422709692348378,0.21864118697108603,1.7994047825605426,2.5070406723695506,,True
Supplementary Figure S1/Primary particles_SEM.tif,1024,709,709,0.004466,tiff_metadata,4.573184,0.518242345474178,Supplementary Figure S1,unknown,base,unknown,unknown,none,,,top,particle,base|unknown|unknown|unknown|none|na|sprayna,0.6412916519746121,0.35870834802538787,138116.75504919377,-21062805.14500205,33.286274840559955,0.1768800992672441,371.0,0.17391204375208796,0.03973927063365876,0.9119988733030361,1.0588145455930629,10.199292572547538,0.32412705056841273,3.1853835464721256,0.11249294877052307,10.199292572547538,,,0.6037897236424542,0.6794561001410437,0.16622187614222483,0.18929414269886236,,True
Supplementary Figure S2/Spray dried SPs_SEM_01.tif,1024,709,709,1.1165,tiff_metadata,1143.296,0.40813808440339017,Supplementary Figure S2,unknown,base,unknown,spray,none,,,top,particle,base|unknown|unknown|spray|none|na|sprayna,0.3536051547073343,0.6463948452926658,26.5184169694452,-1578.950743722383,0.19352283109745658,16.201512057800088,1435.0,11.885262827644343,10.87079012869209,0.970221752014765,1.321035666132399,4.661422536918992,0.47614786982209284,3.1561564466835863,0.23412644863128662,2.042282154140084,4.382906069751506,7.559079386865385,0.31056478094146683,0.39820196800070523,11.126564454377641,12.661188470717045,,True
Supplementary Figure S2/Spray dried SPs_SEM_02.tif,1024,709,709,0.4466,tiff_metadata,457.3184,0.40416857757509206,Supplementary Figure S2,unknown,base,unknown,spray,none,,,top,particle,base|unknown|unknown|spray|none|na|sprayna,0.38256319419957685,0.6174368058004231,248.61015908854878,-2679.465047954359,0.4275645704940699,11.381211290391883,434.0,7.855489226699074,10.437768830017852,0.8482794135197185,1.3469779496407301,4.948675120199288,0.47550524596471627,3.0814363802050915,0.20026624202728271,1.8275385354060436,5.055819037165886,7.962667788025932,0.34936833348025387,0.414646509167842,7.250328494638037,8.477484332434145,,True
Supplementary Figure S3/SP coating_1 spray cycle.png,690,374,374,0.694444,manual_scale_bar,479.16635999999994,0.4237429916393012,Supplementary Figure S3,unknown,base,unknown,spray,none,,1.0,top,coating,base|unknown|unknown|spray|none|na|spray1,0.5025962954351701,0.4974037045648299,152.67166717042713,-2113.29728767486,0.29946171223210594,13.0563090130141,314.0,10.439772558524322,9.775967725527114,0.9312414792133461,1.3313930074034328,6.34389820567542,0.47611460216089113,3.207158947613627,0.062249548733234406,1.2451924884618077,7.1547797075465684,10.631722421017885,0.45801751530651785,0.5465279392389367,9.911794301740759,10.439772558524322,,True
Supplementary Figure S3/SP coating_2 spray cycle.png,690,374,374,0.694444,manual_scale_bar,479.16635999999994,0.4236870107706636,Supplementary Figure S3,unknown,base,unknown,spray,none,,2.0,top,coating,base|unknown|unknown|spray|none|na|spray2,0.4984267224676432,0.5015732775323568,241.0605271112007,-1815.989304237712,0.2789994810474614,14.341612787427177,281.0,11.780033048363197,12.774230957980137,0.8846379077923384,1.3398352506798288,7.195251254937271,0.48359213856617894,3.2133035953940783,0.06030065566301346,1.2814319562064844,7.833501321354765,12.470820487250563,0.46337285902503295,0.5329923273657289,10.772665909294426,11.780033048363197,,True
Supplementary Figure S3/SP coating_3 spray cycle.png,690,374,374,0.694444,manual_scale_bar,479.16635999999994,0.41988247889094055,Supplementary Figure S3,unknown,base,unknown,spray,none,,3.0,top,coating,base|unknown|unknown|spray|none|na|spray3,0.4494497403704565,0.5505502596295435,72.31815813336021,-2611.4890437046743,0.28933940861363167,12.469989320211054,363.0,9.942720412154348,8.803345543220018,0.9468587356777374,1.274404589285231,6.892655512971309,0.4875944604225771,3.2175816713793797,0.05680033564567566,1.2144725820162405,7.403759100230898,12.05973485666679,0.4127605983104704,0.48692164612880723,9.612915978073843,10.156566821225645,,True
Supplementary Figure S4/SP dip coating_SEM.tif,1024,709,709,0.4466,tiff_metadata,457.3184,0.3678071984586495,Supplementary Figure S4,unknown,base,unknown,dip,none,,,top,coating,base|unknown|unknown|dip|none|na|sprayna,0.4883418547249647,0.5116581452750353,283.1393478508473,-4233.278542257789,0.4940217730721445,9.227036334325584,657.0,6.394207360230821,7.383406500853267,0.8363754968426208,1.3766973508735774,5.54405173729442,0.4492928090349491,3.124275898657156,0.23264183104038239,2.191165559744848,6.081551862705239,8.359437789433173,0.44421197328984485,0.5306935384344147,6.171907486155937,7.00087675909709,,True
Supplementary Figure S7/sieved SP coating_PUR_SEM.tif,1024,709,709,1.1165,tiff_metadata,1143.296,0.36534219933537315,Supplementary Figure S7,PUR,base,sieved,spray,none,,,top,coating,base|PUR|sieved|spray|none|na|sprayna,0.46299117374823695,0.537008826251763,41.98749353495491,-1033.1133277679692,0.19239650056183782,21.07414273307097,1005.0,18.897530100932098,9.891667749353006,0.8502478895140003,1.412794543284973,4.6039383408001955,0.47809389273850833,3.1436763080033208,0.2437341958284378,1.9900464766374908,4.198333281018194,7.623435264744903,0.4092320279442877,0.5145368697108603,17.502191897742726,20.23595195907343,,True
Supplementary Figure S7/unsieved SP coating_PUR_SEM.tif,1024,709,709,1.1165,tiff_metadata,1143.296,0.3437867479888155,Supplementary Figure S7,PUR,base,unsieved,spray,none,,,top,coating,base|PUR|unsieved|spray|none|na|sprayna,0.40212474656205927,0.5978752534379408,23.20361484826455,-1609.8888968534025,0.1986301787617081,16.54387576684764,1439.0,11.885262827644343,11.590645918057778,0.9235352458594919,1.3578358595561957,4.624058727573324,0.4851936914543502,3.1276241968207033,0.2713145613670349,2.1513428272519772,4.264120950882967,7.456712404585027,0.3551836323166432,0.4489804632404795,11.268309843342037,12.847701479497227,,True
Supplementary Figure S8/Binder SP_high magnification_SEM.tif,1024,709,709,0.011165,tiff_metadata,11.43296,0.47175885314143784,Supplementary Figure S8,unknown,binder,unknown,unknown,none,,,top,particle,binder|unknown|unknown|unknown|none|na|sprayna,0.6768624933885754,0.32313750661142454,12043781.0402897,10773106.893837117,18.34882499619441,0.24081530647510635,110.0,0.10800775621052047,0.051086631543537514,1.0,1.336308372830654,6.036615030558015,0.3969703483426697,3.2497554137351052,0.09733617305755615,6.036615030558015,,,0.6060582686882934,0.7357055491889986,0.10464978299107677,0.11750961761236627,,True
Supplementary Figure S8/Binder SP_low magnification_SEM_01.tif,1024,709,709,1.1165,tiff_metadata,1143.296,0.46017494683701443,Supplementary Figure S8,unknown,binder,unknown,unknown,none,,,top,particle,binder|unknown|unknown|unknown|none|na|sprayna,0.33409318802891397,0.665906811971086,17.678944646296802,-2455.1634377544683,0.18351539045677825,13.93158779287028,2156.0,9.594620100662157,8.145782072181493,1.0,1.2329803338037013,5.459090391449,0.48358372954674783,3.2231013584318498,0.159949392080307,2.000151010475291,5.670450239625019,8.70666992424669,0.288118994622708,0.3831403164668547,9.128270776261392,10.388868355924295,,True
Supplementary Figure S8/Binder SP_low magnification_SEM_02.tif,1024,709,709,0.2233,tiff_metadata,228.6592,0.4277256513044695,Supplementary Figure S8,unknown,binder,unknown,unknown,none,,,top,particle,binder|unknown|unknown|unknown|none|na|sprayna,0.4084469212799718,0.5915530787200282,745.8304772656463,-8121.265196892593,0.6403306292583929,6.2224381119945384,322.0,5.0106896184570004,5.613161196317757,0.8418153507488895,1.2861342751058382,6.517330777635191,0.45646440067047694,3.0887999278035037,0.1348424106836319,2.5080956540229478,7.773776193875724,9.270120485006903,0.37574516264104374,0.4452766881170663,4.807220737597103,6.010164135414179,,True
